         88098901 function calls (85082861 primitive calls) in 93.174 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2670    0.002    0.000    0.003    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\base.py:1150(add_linking_libs)
     3480    0.002    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\Engine\world_gen\sparsevoxeloctree.py:49(<genexpr>)
     2114    0.002    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\utils.py:464(bit_length)
     1145    0.002    0.000    0.011    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\callconv.py:101(get_return_type)
     1864    0.002    0.000    0.004    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\event.py:195(unregister)
      452    0.002    0.000    0.003    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:1742(typeof_call)
    16450    0.002    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\binding\ffi.py:353(_dispose)
     1475    0.002    0.000    0.024    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\callconv.py:841(type_may_always_need_nrt)
      128    0.002    0.000    0.171    0.001 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typed_passes.py:883(run_pass)
      508    0.002    0.000    0.029    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\packer.py:87(as_arguments)
      912    0.002    0.000    0.009    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\base.py:746(get_c_value)
    14998    0.002    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\errors.py:214(errmsg)
     5382    0.002    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:594(<genexpr>)
      671    0.002    0.000    0.003    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:230(<listcomp>)
     6364    0.002    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\instructions.py:119(args)
      409    0.002    0.000    0.003    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\byteflow.py:2220(__init__)
     2503    0.002    0.000    0.002    0.000 <frozen _collections_abc>:812(__init__)
     7232    0.002    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\itanium_mangler.py:95(<genexpr>)
      128    0.002    0.000    0.004    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\targetconfig.py:258(_summary_args)
      129    0.002    0.000    0.005    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:1314(get_function_types)
     4448    0.002    0.000    0.002    0.000 {built-in method pyglm.glm.translate}
6891/6883    0.002    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\old_models.py:533(get_value_type)
      745    0.002    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\module.py:7(__init__)
      449    0.001    0.000    0.003    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\untyped_passes.py:332(_do_work)
     5998    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\old_models.py:139(<genexpr>)
    12979    0.001    0.000    0.001    0.000 {method 'isidentifier' of 'str' objects}
     2771    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir_utils.py:1909(is_operator_or_getitem)
      488    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
     4730    0.001    0.000    0.004    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\packer.py:137(<genexpr>)
       60    0.001    0.000    0.022    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\Engine\world_gen\sparsevoxeloctree.py:12(build_svo)
      466    0.001    0.000    0.050    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\binding\module.py:109(verify)
     2719    0.001    0.000    0.011    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\old_models.py:101(<listcomp>)
      130    0.001    0.000    0.050    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\compiler.py:634(define_untyped_pipeline)
     1090    0.001    0.000    0.038    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\cgutils.py:166(__getitem__)
     7773    0.001    0.000    0.011    0.000 {built-in method builtins.setattr}
     6760    0.001    0.000    0.001    0.000 <frozen os>:697(__iter__)
      407    0.001    0.000    0.003    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typed_passes.py:938(<listcomp>)
     6374    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
      118    0.001    0.000    3.991    0.034 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\cpu.py:225(get_executable)
     9212    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\dis.py:183(_deoptop)
      130    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\interpreter.py:1240(peep_hole_split_at_pop_block)
     8523    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\np\ufunc_db.py:20(_lazy_init_db)
      124    0.001    0.000    0.001    0.000 {built-in method builtins.dir}
     3904    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\targetconfig.py:202(is_set)
     9454    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\values.py:1160(is_terminated)
     3416    0.001    0.000    0.004    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\functions.py:512(__hash__)
     1060    0.001    0.000    0.014    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\base.py:451(insert_unique_const)
      130    0.001    0.000    0.009    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\bytecode.py:619(from_function)
     2114    0.001    0.000    0.004    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\typeof.py:128(_typeof_int)
     1173    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
      595    0.001    0.000    0.053    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\codegen.py:1259(_pass_manager_builder)
      537    0.001    0.000    0.010    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\interpreter.py:2339(op_LOAD_CONST)
     4908    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:144(append)
      927    0.001    0.000    0.004    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\templates.py:1031(_resolve)
     1742    0.001    0.000    0.004    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\functions.py:274(get_impl_key)
1456/1444    0.001    0.000    0.003    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\old_models.py:546(<listcomp>)
     5075    0.001    0.000    0.004    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\sigutils.py:43(check_type)
      971    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\extending.py:62(overload)
     1422    0.001    0.000    0.007    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\containers.py:128(is_homogeneous)
      908    0.001    0.000    0.019    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\itanium_mangler.py:138(<listcomp>)
    13338    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\debuginfo.py:70(mark_location)
     8522    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\npydecl.py:112(<genexpr>)
1306/1020    0.001    0.000    0.014    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\itanium_mangler.py:147(mangle_type_or_value)
     8648    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:273(get)
     1042    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\npytypes.py:523(__repr__)
     3052    0.001    0.000    0.003    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\enumdecl.py:39(generic)
      410    0.001    0.000    0.004    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\rewrites\static_binop.py:14(match)
      130    0.001    0.000    0.234    0.002 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ssa.py:47(_run_ssa)
      633    0.001    0.000    0.003    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\templates.py:97(__repr__)
      597    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\enum.py:1499(__or__)
     4165    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:1204(<genexpr>)
     1152    0.001    0.000    0.003    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\random.py:284(randrange)
      428    0.001    0.000    0.016    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\packer.py:115(assign_names)
      129    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:1238(check_undef_var_in_calls)
     3842    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\Meshes\base_mesh.py:13(__init__)
     9124    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\np\numpy_support.py:401(<listcomp>)
     6633    0.001    0.000    0.002    0.000 <frozen os>:742(check_str)
     9160    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\npydecl.py:60(<genexpr>)
      189    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\transforms.py:301(has_multiple_backedges)
     2062    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\builder.py:211(module)
  927/924    0.001    0.000    0.179    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\importlib\__init__.py:108(import_module)
     8883    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\binding\value.py:125(is_global)
      130    0.001    0.000    0.068    0.001 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ssa.py:175(_run_block_analysis)
      910    0.001    0.000    0.034    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\dispatcher.py:57(fold_argument_types)
      746    0.001    0.000    0.012    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\cpython\old_numbers.py:1256(literal_int_to_number)
      409    0.001    0.000    0.003    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\interpreter.py:1542(_start_new_block)
     5176    0.001    0.000    0.007    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\base.py:372(_insert_getattr_defn)
     1917    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir_utils.py:371(replace_var_callback)
     3158    0.001    0.000    0.053    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\binding\ffi.py:275(__exit__)
      361    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\functools.py:35(update_wrapper)
      129    0.001    0.000    1.477    0.011 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\codegen.py:667(_optimize_final_module)
    13098    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\values.py:1073(dereferenceable)
      285    0.001    0.000    0.031    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\callconv.py:770(return_status_propagate)
     4607    0.001    0.000    0.005    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\targetconfig.py:75(__len__)
     3208    0.001    0.000    0.031    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\builder.py:579(icmp_signed)
     2444    0.001    0.000    0.009    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\cgutils.py:446(get_null_value)
     4914    0.001    0.000    0.004    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\containers.py:133(<genexpr>)
     7352    0.001    0.000    0.001    0.000 {method 'with_traceback' of 'BaseException' objects}
      337    0.001    0.000    0.008    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\binding\module.py:151(triple)
     3433    0.001    0.000    0.003    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\analysis.py:621(rewrite_tuple_len)
     5176    0.001    0.000    0.007    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\base.py:380(_insert_cast_defn)
     4607    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\utils.py:241(__len__)
      729    0.001    0.000    0.006    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\builder.py:629(select)
     1377    0.001    0.000    0.018    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\inspect.py:3207(bind)
        1    0.001    0.001    0.003    0.003 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numpy\ma\core.py:1(<module>)
      920    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\dispatcher.py:677(__repr__)
     1090    0.001    0.000    0.040    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\cgutils.py:149(__getattr__)
     8522    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\npydecl.py:109(<listcomp>)
     1526    0.001    0.000    0.099    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\context.py:316(resolve_static_getitem)
     5176    0.001    0.000    0.007    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\base.py:384(_insert_get_constant_defn)
     3064    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\templates.py:127(as_function)
      129    0.001    0.000    0.029    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\codegen.py:643(__init__)
      854    0.001    0.000    0.008    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\builder.py:539(not_)
      331    0.001    0.000    0.006    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\byteflow.py:1195(op_CALL)
     9756    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\byteflow.py:2203(backbone)
    13098    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\values.py:1082(dereferenceable_or_null)
      864    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\old_models.py:500(<listcomp>)
      130    0.001    0.000    0.363    0.003 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\untyped_passes.py:1742(run_pass)
     8833    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.RLock' objects}
   282/40    0.001    0.000    0.241    0.006 <frozen importlib._bootstrap>:1120(_find_and_load_unlocked)
      130    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\interpreter.py:1447(_end_try_blocks)
     1367    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\old_scalars.py:32(__init__)
     7652    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\errors.py:229(termcolor)
     6057    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\utils.py:411(__getitem__)
     4548    0.001    0.000    0.001    0.000 {built-in method sys.exc_info}
     4717    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:254(get)
     5176    0.001    0.000    0.007    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\base.py:376(_insert_setattr_defn)
     2591    0.001    0.000    0.007    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:110(union)
     6325    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir_utils.py:2392(is_setup_with)
      409    0.001    0.000    0.005    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\byteflow.py:2040(get_outgoing_states)
      409    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\byteflow.py:2144(adapt_state_infos)
     1248    0.001    0.000    0.016    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\interpreter.py:2301(op_STORE_FAST)
     3496    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\compiler_machinery.py:68(analysis)
     5988    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ssa.py:167(<setcomp>)
      272    0.001    0.000    0.001    0.000 {method 'findall' of 're.Pattern' objects}
      128    0.001    0.000    0.477    0.004 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typed_passes.py:226(run_pass)
     4408    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\values.py:615(__hash__)
      595    0.001    0.000    0.014    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\binding\passmanagers.py:660(add_refprune_pass)
     1354    0.001    0.000    0.010    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\old_models.py:709(traverse)
      595    0.001    0.000    0.010    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\binding\transforms.py:13(__init__)
   472/79    0.001    0.000    0.019    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:449(_parse_sub)
     6990    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\compiler_machinery.py:279(debug_print)
      876    0.001    0.000    0.025    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\callwrapper.py:38(cleanup_arg)
     1152    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\random.py:235(_randbelow_with_getrandbits)
      637    0.001    0.000    0.005    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\packer.py:132(argument_types)
     1267    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\binding\module.py:52(__init__)
      128    0.001    0.000    0.005    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typed_passes.py:193(run_pass)
     3596    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\byteflow.py:1983(get_varname)
      272    0.001    0.000    0.006    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\textwrap.py:419(dedent)
     4052    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\types.py:447(__getitem__)
      128    0.001    0.000    0.015    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\targetconfig.py:291(get_mangle_string)
      745    0.001    0.000    0.010    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\module.py:215(_get_metadata_lines)
     8656    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\inspect.py:3032(parameters)
     1701    0.001    0.000    0.010    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\packer.py:170(_build_unflatten_code)
      521    0.001    0.000    0.062    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\compiler_machinery.py:245(finalize)
     4572    0.001    0.000    0.003    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\target_extension.py:47(current_target)
      470    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\functions.py:521(__init__)
     3456    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\values.py:606(__eq__)
     2670    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\base.py:1194(__getattr__)
    10796    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\abstract.py:492(initial_value)
     7688    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\moderngl\__init__.py:420(is_transform)
     9160    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\npydecl.py:65(<genexpr>)
     2900    0.001    0.000    0.003    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\values.py:1114(add_attribute)
      390    0.001    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\bytecode.py:97(get_jump_target)
      128    0.001    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\analysis.py:706(must_use_alloca)
      129    0.001    0.000    2.367    0.018 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\codegen.py:789(_finalize_final_module)
