         88098901 function calls (85082861 primitive calls) in 93.174 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       11    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\tokenize.py:392(open)
        1    0.000    0.000    0.029    0.029 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numpy\f2py\crackfortran.py:1(<module>)
       74    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numpy\_utils\_inspect.py:65(getargs)
      215    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\bytecode.py:44(get_code_object)
      118    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\runtime\context.py:30(__init__)
      391    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\analysis.py:379(Unknown)
       80    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\types.py:620(format_constant)
      248    0.000    0.000    0.000    0.000 <frozen ntpath>:769(<listcomp>)
     1644    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      512    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:200(__init__)
      204    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:767(<genexpr>)
      894    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       92    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\callwrapper.py:11(__init__)
      171    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\byteflow.py:371(op_NOP)
     1152    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
      130    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\transforms.py:733(_eliminate_nested_withs)
      130    0.000    0.000    0.006    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\controlflow.py:235(_df)
      134    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ssa.py:140(_get_scope)
       15    0.000    0.000    0.004    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\functools.py:745(<listcomp>)
     1006    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\abstract.py:479(key)
      128    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\weakref.py:347(__new__)
      137    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\old_models.py:229(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\cpython\old_numbers.py:1(<module>)
      721    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\containers.py:40(key)
       24    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\interpreter.py:2380(op_LOAD_DEREF)
       98    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\old_models.py:336(__init__)
      701    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       73    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\cpython\old_numbers.py:614(real_add_impl)
       79    0.000    0.000    0.012    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:571(_code)
      118    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\dispatcher.py:866(cb_llvm)
      106    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\__init__.py:107(read)
       80    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\cloudpickle\cloudpickle.py:1307(reducer_override)
       57    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\containers.py:34(__init__)
       80    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\serialize.py:193(reducer_override)
       17    0.000    0.000    0.619    0.036 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\templates.py:1137(generic)
       80    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\pickle.py:322(_getattribute)
      799    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\byteflow.py:2207(blocks)
       85    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\extending.py:577(is_jitted)
     1023    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\controlflow.py:170(immediate_dominators)
      232    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:890(__str__)
      814    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       36    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\old_models.py:475(as_data)
      128    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\cpu_options.py:112(_get_values)
      128    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_base64}
       92    0.000    0.000    0.006    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\pythonapi.py:1342(return_none)
      130    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\codegen.py:901(_object_getbuffer_hook)
    92/77    0.000    0.000    0.629    0.008 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\pythonapi.py:1440(from_native_return)
      130    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\inline_closurecall.py:81(__init__)
      260    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:264(__init__)
       24    0.000    0.000    0.008    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\cpython\slicing.py:34(fix_bound)
      260    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\untyped_passes.py:1660(get_analysis_usage)
       67    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ssa.py:119(_compute_phi_locations)
      128    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\funcdesc.py:79(lookup_globals)
       16    0.000    0.000    0.041    0.003 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\queues.py:86(put)
       46    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\__init__.py:945(_normalized_name)
      980    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\values.py:342(bitcast)
      682    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:471(get_call_signature)
       48    0.000    0.000    0.366    0.008 <frozen _collections_abc>:907(pop)
        1    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\__init__.py:380(<genexpr>)
      101    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\old_models.py:197(as_data)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1684(<setcomp>)
      809    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
       68    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\module.py:117(functions)
      129    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\templates.py:829(get_impl_key)
      131    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\context.py:93(match)
       16    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\interpreter.py:2686(op_FOR_ITER)
       18    0.000    0.000    0.014    0.001 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\base.py:884(call_internal)
       23    0.000    0.000    0.004    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\old_models.py:618(as_return)
      128    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\runtime\nrt.py:61(library)
      130    0.000    0.000    0.007    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\controlflow.py:179(dominance_frontier)
       42    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\templates.py:87(__eq__)
       56    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\old_builtins.py:94(generic)
      214    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\extending.py:222(overload_method)
       66    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\cpython\old_numbers.py:619(real_sub_impl)
      139    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:147(splitroot)
      130    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\controlflow.py:500(<dictcomp>)
      628    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\interpreter.py:1778(code_consts)
       17    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\templates.py:108(as_method)
      573    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\old_models.py:188(get_data_type)
        2    0.000    0.000    0.145    0.073 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\np\ufunc\array_exprs.py:354(_lower_array_expr)
       28    0.000    0.000    0.018    0.001 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\base.py:737(is_true)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1559(__init__)
      130    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\targetconfig.py:78(enter)
      106    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\__init__.py:101(<genexpr>)
       31    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\cgutils.py:794(_scalar_pred_against_zero)
       21    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\builder.py:47(wrapped)
       30    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numpy\_utils\_inspect.py:140(formatargspec)
      130    0.000    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\controlflow.py:726(__ne__)
        1    0.000    0.000    0.077    0.077 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\scipy\_lib\array_api_compat\numpy\__init__.py:1(<module>)
      560    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\interpreter.py:1786(code_names)
      280    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
       43    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\typeof.py:287(_typeof_nb_type)
       11    0.000    0.000    0.011    0.001 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\np\arrayobj.py:523(setitem_array)
      151    0.000    0.000    0.013    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:1353(insert_after)
        2    0.000    0.000    0.112    0.056 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\np\npyimpl.py:483(numpy_ufunc_kernel)
      246    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\old_models.py:194(get_argument_type)
      207    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\registry.py:32(typing_context)
      262    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
      151    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:867(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\cpython\unicode.py:115(compile_time_get_string_data)
      130    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\inspect.py:402(isgeneratorfunction)
    37/28    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\copy.py:227(_deepcopy_dict)
      130    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\controlflow.py:223(_in_loops)
        4    0.000    0.000    0.007    0.002 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\typed\dictobject.py:439(codegen)
      903    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\cgutils.py:231(_cast_member_to_value)
       80    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\cloudpickle\cloudpickle.py:195(_is_registered_pickle_by_value)
        1    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\np\ufunc_db.py:48(_fill_ufunc_db)
      818    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\byteflow.py:1823(outgoing_edges)
     1461    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
      800    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       92    0.000    0.000    0.006    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\cgutils.py:395(alloca_once_value)
      598    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      226    0.000    0.000    0.004    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\functions.py:562(get_impl_key)
      118    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\codegen.py:1090(is_symbol_defined)
      150    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\containers.py:694(_sentry_forbidden_types)
      128    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\cgutils.py:208(_getvalue)
       22    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numpy\_core\overrides.py:83(verify_matching_signatures)
       67    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\np\ufunc\array_exprs.py:66(_match_array_expr)
      128    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\funcdesc.py:16(qualifying_prefix)
       23    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\templates.py:1130(MethodTemplate)
      390    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\bytecode.py:89(is_jump)
       30    0.000    0.000    0.056    0.002 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\lowering.py:871(stararg_handler)
      128    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typed_passes.py:517(lowering_class)
      280    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\_virtualenv.py:51(find_spec)
      117    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
       29    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\runtime\context.py:328(meminfo_data)
      219    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\old_models.py:191(get_return_type)
        7    0.000    0.000   16.479    2.354 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\dispatcher.py:344(_compile_for_args)
      128    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\cpu_options.py:180(encode)
      540    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\byteflow.py:1993(terminate)
       26    0.000    0.000    0.001    0.000 <frozen zipimport>:64(__init__)
      391    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\compiler_machinery.py:102(get_analysis)
      745    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\binding\context.py:27(_dispose)
      124    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\old_builtins.py:552(generic)
      800    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\Engine\scene\sprite.py:184(update)
        1    0.000    0.000   27.904   27.904 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\Engine\world_gen\world.py:26(__init__)
      409    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\byteflow.py:139(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\Engine\scene\sprite.py:327(__init__)
       72    0.000    0.000    0.009    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\pythonapi.py:529(long_from_longlong)
      278    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
      131    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\context.py:107(__init__)
      767    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\old_models.py:347(has_nrt_meminfo)
        2    0.000    0.000    0.108    0.054 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\np\npyimpl.py:377(_build_array)
      110    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\cgutils.py:1216(is_nonelike)
       15    0.000    0.000    0.004    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\experimental\jitclass\base.py:488(set_attr_impl)
      723    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\old_models.py:245(from_data)
       24    0.000    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\old_boxing.py:25(unbox_boolean)
      609    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
       14    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\inline_closurecall.py:889(_find_arraycall)
       68    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\module.py:122(<listcomp>)
       85    0.000    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\dispatcher.py:44(__init__)
       44    0.000    0.000    0.004    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\_itertools.py:4(unique_everseen)
       86    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:541(phi)
      134    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ssa.py:200(_make_states)
        1    0.000    0.000    0.018    0.018 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\cpython\charseq.py:1(<module>)
      616    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\functions.py:694(key)
       26    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1696(path_hook_for_FileFinder)
      130    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\controlflow.py:466(<dictcomp>)
      128    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\misc\coverage_support.py:37(get_registered_loc_notify)
       75    0.000    0.000    0.003    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\context.py:341(resolve_module_constants)
       78    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\base.py:491(unpack_value)
        4    0.000    0.000    0.010    0.003 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\functions.py:93(format)
      104    0.000    0.000    0.049    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\old_models.py:220(from_return)
       11    0.000    0.000    0.005    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\linecache.py:80(updatecache)
       92    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\callwrapper.py:212(_simplified_return_type)
       13    0.000    0.000    0.010    0.001 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\np\arrayobj.py:444(make_view)
       57    0.000    0.000    0.005    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\decorators.py:239(njit)
      184    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\callwrapper.py:224(debug_print)
       30    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:850(__call__)
       24    0.000    0.000    0.732    0.030 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\templates.py:1083(_get_signature)
       39    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\misc.py:150(__init__)
      539    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\controlflow.py:701(<genexpr>)
