         30362448 function calls (29093367 primitive calls) in 54.239 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     5292    0.086    0.000    0.240    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\np\numpy_support.py:357(ufunc_find_matching_loop)
    33861    0.084    0.000    0.273    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\scene\sprite.py:63(render)
    58790    0.082    0.000    0.157    0.000 {built-in method builtins.sorted}
    30201    0.078    0.000    0.078    0.000 {built-in method pygame.key.get_pressed}
    47942    0.078    0.000    0.103    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\_utils.py:24(deduplicate)
    30811    0.077    0.000    9.238    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\scene\events.py:63(handle_events)
498910/497526    0.075    0.000    0.152    0.000 {built-in method builtins.getattr}
    60864    0.073    0.000    0.073    0.000 {built-in method numpy.asarray}
    30201    0.070    0.000    0.157    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\player\player.py:40(keyboard_control)
      430    0.066    0.000    0.453    0.001 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\analysis.py:23(compute_use_defs)
    60153    0.064    0.000    0.069    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\np\numpy_support.py:339(ufunc_can_cast)
   160812    0.061    0.000    0.086    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\targetconfig.py:111(getter)
    31041    0.061    0.000    0.392    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\scene\sprite.py:89(draw2d)
    27469    0.060    0.000    0.202    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\context.py:586(_rate_arguments)
    30811    0.060    0.000    3.659    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\scene\surfaces.py:86(update_current_scene)
   441732    0.058    0.000    0.058    0.000 {built-in method glm.distance}
    30201    0.057    0.000    0.440    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\player\player.py:19(update)
    30811    0.056    0.000    0.142    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\scene\surfaces.py:82(handle_current_scene)
    60862    0.056    0.000    0.169    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\world_objects\celestial_body.py:97(set_uniform)
   454272    0.055    0.000    0.055    0.000 {built-in method glm.dot}
    30431    0.055    0.000    0.309    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\world_objects\celestial_body.py:56(render)
   100170    0.054    0.000    0.137    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\event.py:243(notify)
3599/3543    0.054    0.000    1.786    0.001 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\functions.py:281(get_call_type)
    30431    0.053    0.000    3.157    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\scene\surfaces.py:199(update)
   275380    0.051    0.000    0.094    0.000 <frozen abc>:117(__instancecheck__)
    30431    0.049    0.000    2.730    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\world_gen\world.py:65(update)
    30811    0.048    0.000    0.048    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\scene\surfaces.py:83(<listcomp>)
    60862    0.048    0.000    0.062    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\world_objects\celestial_body.py:93(get_model_matrix)
    30811    0.048    0.000    0.048    0.000 {method 'clear' of 'mgl.Framebuffer' objects}
   163209    0.048    0.000    0.068    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:1290(find_insts)
    33861    0.048    0.000    0.048    0.000 {method 'write' of 'mgl.Buffer' objects}
123723/123308    0.046    0.000    0.062    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\abstract.py:124(__eq__)
122506/53040    0.046    0.000    0.310    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\_utils.py:44(__str__)
    35911    0.046    0.000    0.268    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\values.py:544(_to_string)
118647/101796    0.046    0.000    0.075    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\abstract.py:121(__hash__)
   354787    0.045    0.000    0.045    0.000 {built-in method builtins.min}
    30811    0.044    0.000    4.598    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\GENESIM_LAB.py:92(render)
     3567    0.044    0.000    0.267    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\context.py:636(resolve_overload)
    10643    0.043    0.000    0.120    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\utils.py:346(order_by_target_specificity)
    62692    0.041    0.000    0.083    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\pygame\sprite.py:440(__iter__)
   275380    0.041    0.000    0.043    0.000 {built-in method _abc._abc_instancecheck}
     9744    0.041    0.000    0.047    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\bytecode.py:219(_patched_opargs)
      882    0.041    0.000    0.045    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\analysis.py:81(def_reach)
93248/93056    0.041    0.000    0.084    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\_utils.py:54(get_reference)
    49904    0.040    0.000    0.183    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\event.py:209(broadcast)
   127904    0.040    0.000    0.128    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\meshes\base_mesh.py:39(render)
    30811    0.039    0.000    0.041    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\scene\events.py:26(find_active_sprite)
     1216    0.039    0.000    0.271    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\pprint.py:377(_format_dict_items)
37118/1259    0.039    0.000    0.458    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\pprint.py:168(_format)
129084/64889    0.039    0.000    0.247    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\pprint.py:463(format)
     6038    0.038    0.000    0.052    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\scene\events.py:46(search_generic_event)
    34695    0.038    0.000    0.194    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\instructions.py:13(__init__)
    30811    0.037    0.000    9.590    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\GENESIM_LAB.py:98(handle_events)
    30431    0.037    0.000    3.388    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\world_gen\world.py:73(render)
    64889    0.036    0.000    0.289    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\pprint.py:454(_repr)
     1591    0.035    0.000    0.037    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2972(__init__)
    52544    0.034    0.000    0.344    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:608(list_vars)
59748/58559    0.034    0.000    0.134    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\context.py:561(can_convert)
    31041    0.034    0.000    0.083    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\scene\sprite.py:98(update)
        1    0.033    0.033   54.248   54.248 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\GENESIM_LAB.py:105(run)
   520920    0.033    0.000    0.033    0.000 {method 'extend' of 'list' objects}
    39688    0.033    0.000    0.071    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeconv\typeconv.py:40(check_compatible)
   276265    0.033    0.000    0.047    0.000 {built-in method builtins.issubclass}
      889    0.033    0.000    0.042    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\analysis.py:91(liveness)
    62692    0.033    0.000    0.033    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\pygame\sprite.py:382(sprites)
    30431    0.032    0.000    3.752    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\scene\surfaces.py:204(render)
425497/411787    0.030    0.000    0.034    0.000 {built-in method builtins.len}
    40602    0.030    0.000    0.035    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:104(__init__)
   281159    0.030    0.000    0.056    0.000 {method 'get' of 'dict' objects}
    31652    0.030    0.000    0.036    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\errors.py:840(new_error_context)
   152155    0.030    0.000    0.030    0.000 {built-in method math.sqrt}
134921/125869    0.030    0.000    0.304    0.000 {built-in method builtins.next}
    49414    0.029    0.000    0.136    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\_utils.py:16(register)
   262144    0.029    0.000    0.029    0.000 {built-in method glm.simplex}
      129    0.029    0.000    0.115    0.001 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\postproc.py:179(_patch_var_dels)
   385998    0.029    0.000    0.029    0.000 {method 'append' of 'list' objects}
    45384    0.029    0.000    0.159    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ssa.py:207(_run_ssa_block_pass)
    46109    0.027    0.000    0.184    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\values.py:537(__init__)
    50085    0.027    0.000    0.034    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\event.py:270(on_end)
    33861    0.026    0.000    0.026    0.000 {method 'use' of 'mgl.Texture' objects}
    52269    0.026    0.000    0.035    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\pprint.py:102(_safe_tuple)
    30201    0.026    0.000    0.040    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\player\player.py:33(mouse_control)
     5292    0.025    0.000    0.378    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\npydecl.py:92(generic)
   151465    0.025    0.000    0.025    0.000 {built-in method glm.cos}
    60862    0.025    0.000    0.025    0.000 {method 'ravel' of 'numpy.ndarray' objects}
    49414    0.024    0.000    0.161    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\values.py:557(_set_name)
     6420    0.024    0.000    0.129    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\targetconfig.py:199(<dictcomp>)
    15672    0.023    0.000    0.048    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\np\numpy_support.py:125(as_dtype)
89404/88988    0.022    0.000    0.104    0.000 {method 'join' of 'str' objects}
6901/6601    0.022    0.000    1.722    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\lowering.py:442(lower_inst)
    30811    0.022    0.000    3.833    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\scene\surfaces.py:94(render_current_scene)
    24952    0.022    0.000    0.150    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\event.py:404(end_event)
    79159    0.022    0.000    0.550    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:351(list_vars)
       15    0.021    0.001    0.021    0.001 {method 'convert_alpha' of 'pygame.surface.Surface' objects}
    30201    0.021    0.000    0.185    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\player\camera.py:29(update)
   234973    0.021    0.000    0.021    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\abstract.py:96(key)
   217065    0.021    0.000    0.021    0.000 {method 'items' of 'dict' objects}
    24952    0.021    0.000    0.118    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\event.py:390(start_event)
    62082    0.021    0.000    0.021    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\moderngl\__init__.py:296(depth_mask)
    49904    0.021    0.000    0.043    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\event.py:100(__init__)
  1118/26    0.021    0.000    7.820    0.301 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\compiler_machinery.py:268(_runPass)
40602/36080    0.021    0.000    0.073    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:141(__exit__)
    30201    0.021    0.000    0.030    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\player\camera.py:33(update_view_matrix)
20072/19915    0.020    0.000    1.309    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\templates.py:348(apply)
    29369    0.020    0.000    0.028    0.000 <frozen importlib._bootstrap>:1207(_handle_fromlist)
    14728    0.020    0.000    0.031    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\functions.py:78(add_error)
   100170    0.019    0.000    0.019    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\event.py:138(is_start)
46633/45664    0.019    0.000    0.078    0.000 {built-in method builtins.any}
    30811    0.019    0.000    0.068    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\moderngl\__init__.py:1750(clear)
    28810    0.019    0.000    0.057    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\weakref.py:414(__getitem__)
3557/1552    0.019    0.000    5.877    0.004 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:585(resolve)
   165277    0.019    0.000    0.019    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\pprint.py:95(__lt__)
    30811    0.019    0.000    3.678    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\scene\scene.py:20(update)
    30431    0.018    0.000    1.622    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\player\voxel_handler.py:86(update)
     2871    0.018    0.000    0.064    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\lowering.py:389(<listcomp>)
    34660    0.018    0.000    0.029    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\values.py:564(_get_reference)
123146/120910    0.018    0.000    0.042    0.000 {built-in method builtins.repr}
    40602    0.018    0.000    0.052    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:287(helper)
46428/44537    0.018    0.000    0.041    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\misc.py:63(unliteral)
    53080    0.017    0.000    0.024    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\event.py:66(_guard_kind)
   182587    0.017    0.000    0.017    0.000 {built-in method glm.pi}
    50085    0.017    0.000    0.021    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\event.py:265(on_start)
    34695    0.017    0.000    0.020    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\builder.py:351(_insert)
   133288    0.017    0.000    0.017    0.000 {method 'startswith' of 'str' objects}
     4918    0.017    0.000    0.027    0.000 <frozen ntpath>:208(split)
    60862    0.016    0.000    0.023    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numpy\linalg\_linalg.py:128(isComplexType)
       43    0.016    0.000    0.048    0.001 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir_utils.py:2316(fixup_var_define_in_scope)
    30811    0.016    0.000    0.016    0.000 {built-in method pygame.mouse.get_pos}
    29352    0.016    0.000    0.022    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:916(__getitem__)
     5292    0.016    0.000    0.048    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\npydecl.py:25(_handle_inputs)
133694/116709    0.015    0.000    0.025    0.000 {built-in method builtins.hash}
10237/6129    0.015    0.000    0.095    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\runtime\context.py:343(get_meminfos)
     7044    0.015    0.000    0.046    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\context.py:287(find_matching_getattr_template)
     9968    0.015    0.000    0.036    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\np\numpy_support.py:387(choose_types)
40602/36076    0.015    0.000    0.195    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:132(__enter__)
      387    0.015    0.000    0.035    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\analysis.py:118(compute_dead_maps)
   121264    0.014    0.000    0.014    0.000 {built-in method glm.sin}
    65989    0.014    0.000    0.023    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1467(debug)
    91823    0.014    0.000    0.014    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\_utils.py:13(is_used)
    21640    0.014    0.000    0.155    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\binding\ffi.py:78(__exit__)
       15    0.014    0.001    0.014    0.001 {method 'texture' of 'mgl.Context' objects}
    27056    0.014    0.000    0.017    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:241(fixup)
    33861    0.014    0.000    0.040    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\moderngl\__init__.py:851(use)
    21640    0.014    0.000    0.126    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\binding\ffi.py:72(__enter__)
     3557    0.014    0.000    0.034    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:513(fold_arg_vars)
      110    0.014    0.000    0.124    0.001 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ssa.py:184(_run_block_rewrite)
    62545    0.013    0.000    0.013    0.000 {built-in method glm.translate}
    30811    0.013    0.000    3.846    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\scene\scene.py:27(render)
    33861    0.013    0.000    0.061    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\moderngl\__init__.py:87(write)
   162169    0.013    0.000    0.013    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\targetconfig.py:38(default)
     9701    0.013    0.000    0.064    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\byteflow.py:333(dispatch)
    91293    0.013    0.000    0.013    0.000 {built-in method math.floor}
  242/214    0.013    0.000    1.775    0.008 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\lowering.py:260(lower_block)
   154594    0.013    0.000    0.015    0.000 {method 'add' of 'set' objects}
     5393    0.013    0.000    0.040    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\interpreter.py:1832(store)
    93/14    0.013    0.000    5.983    0.427 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:147(propagate)
    29468    0.013    0.000    0.028    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\target_extension.py:15(__getitem__)
     1572    0.013    0.000    0.069    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2333(_signature_from_function)
    29562    0.013    0.000    0.015    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\registry.py:67(__getitem__)
   101623    0.012    0.000    0.014    0.000 {built-in method builtins.hasattr}
    12846    0.012    0.000    0.043    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\errors.py:489(catch_warnings)
