         60421876 function calls (59724258 primitive calls) in 38.762 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       42    0.034    0.001    0.035    0.001 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir_utils.py:1563(build_definitions)
     4130    0.034    0.000    0.034    0.000 {built-in method numpy.array}
    60386    0.033    0.000    0.085    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\event.py:243(notify)
43277/43238    0.033    0.000    0.033    0.000 {built-in method __new__ of type object at 0x00007FFA5FD08F90}
    13840    0.032    0.000    0.102    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\context.py:542(_rate_arguments)
    17788    0.032    0.000    0.078    0.000 {built-in method builtins.sorted}
1975/1962    0.030    0.000    0.827    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\functions.py:281(get_call_type)
        1    0.029    0.029   10.792   10.792 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\world_gen\world.py:42(build_chunks)
   158938    0.029    0.000    0.055    0.000 <frozen abc>:117(__instancecheck__)
     2101    0.029    0.000    0.120    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\player\voxel_handler.py:89(ray_cast)
     8200    0.027    0.000    0.072    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\moderngl\__init__.py:1638(_vertex_array)
    21098    0.027    0.000    0.157    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\values.py:544(_to_string)
70329/30951    0.026    0.000    0.182    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\_utils.py:44(__str__)
     3774    0.026    0.000    0.026    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\types.py:445(elements)
70816/70332    0.026    0.000    0.034    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\abstract.py:124(__eq__)
64212/53121    0.025    0.000    0.043    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\abstract.py:121(__hash__)
54735/54625    0.025    0.000    0.051    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\_utils.py:54(get_reference)
       47    0.025    0.001    0.025    0.001 {method 'convert_alpha' of 'pygame.surface.Surface' objects}
    28381    0.024    0.000    0.040    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\_utils.py:24(deduplicate)
    20397    0.024    0.000    0.098    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\instructions.py:13(__init__)
     5720    0.024    0.000    0.067    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\utils.py:350(order_by_target_specificity)
   158938    0.024    0.000    0.026    0.000 {built-in method _abc._abc_instancecheck}
     8202    0.024    0.000    0.024    0.000 {method 'buffer' of 'mgl.Context' objects}
     1934    0.024    0.000    0.137    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\context.py:592(resolve_overload)
    30106    0.023    0.000    0.112    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\event.py:209(broadcast)
     8344    0.021    0.000    0.089    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\scene\sprite.py:63(render)
57974/30934    0.020    0.000    0.113    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\pprint.py:463(format)
88963/84023    0.019    0.000    0.157    0.000 {built-in method builtins.next}
    49524    0.019    0.000    0.027    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\targetconfig.py:111(getter)
16490/621    0.019    0.000    0.209    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\pprint.py:168(_format)
   289446    0.018    0.000    0.018    0.000 {method 'extend' of 'list' objects}
    29224    0.018    0.000    0.060    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\_utils.py:16(register)
       63    0.018    0.000    0.068    0.001 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\postproc.py:179(_patch_var_dels)
242289/234779    0.018    0.000    0.020    0.000 {built-in method builtins.len}
    20501    0.017    0.000    0.037    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeconv\typeconv.py:40(check_compatible)
    26948    0.017    0.000    0.022    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\pprint.py:102(_safe_tuple)
   228315    0.017    0.000    0.017    0.000 {method 'append' of 'list' objects}
    22310    0.017    0.000    0.019    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:104(__init__)
      600    0.017    0.000    0.108    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\pprint.py:377(_format_dict_items)
     2101    0.016    0.000    0.063    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\world_objects\celestial_body.py:26(update)
    30193    0.016    0.000    0.022    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\event.py:270(on_end)
21139/20832    0.016    0.000    0.160    0.000 <frozen importlib._bootstrap>:1207(_handle_fromlist)
    30934    0.016    0.000    0.131    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\pprint.py:454(_repr)
    27053    0.016    0.000    0.089    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\values.py:537(__init__)
    29224    0.016    0.000    0.076    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\values.py:557(_set_name)
     4096    0.015    0.000   10.718    0.003 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\meshes\chunk_mesh.py:41(get_vao)
29388/28846    0.015    0.000    0.066    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\context.py:517(can_convert)
     3034    0.015    0.000    0.222    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\npydecl.py:97(generic)
   118717    0.015    0.000    0.032    0.000 {method 'get' of 'dict' objects}
    23351    0.015    0.000    0.056    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ssa.py:190(_run_ssa_block_pass)
     4202    0.015    0.000    0.029    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numpy\linalg\linalg.py:2383(norm)
     1716    0.014    0.000    0.050    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\lowering.py:404(<listcomp>)
       47    0.014    0.000    0.014    0.000 {method 'texture' of 'mgl.Context' objects}
3970/3924    0.014    0.000    0.926    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\lowering.py:457(lower_inst)
     8993    0.014    0.000    0.028    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\np\numpy_support.py:125(as_dtype)
      634    0.014    0.000    0.014    0.000 {built-in method nt.stat}
    15053    0.013    0.000    0.092    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\event.py:404(end_event)
    30106    0.013    0.000    0.027    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\event.py:100(__init__)
    15053    0.013    0.000    0.073    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\event.py:390(start_event)
     8192    0.013    0.000    0.013    0.000 {method 'flatten' of 'numpy.ndarray' objects}
   4681/1    0.013    0.000    0.018    0.018 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\world_gen\sparsevoxeloctree.py:28(build_node)
      423    0.013    0.000    0.014    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\analysis.py:81(def_reach)
12329/12316    0.013    0.000    0.569    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\templates.py:349(apply)
50659/50460    0.013    0.000    0.060    0.000 {method 'join' of 'str' objects}
    60386    0.012    0.000    0.012    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\event.py:138(is_start)
    16168    0.012    0.000    0.033    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\weakref.py:414(__getitem__)
    23486    0.011    0.000    0.014    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:240(fixup)
27076/26615    0.011    0.000    0.046    0.000 {built-in method builtins.any}
22310/19842    0.011    0.000    0.042    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:141(__exit__)
    43492    0.011    0.000    0.289    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:350(list_vars)
      164    0.011    0.000    0.011    0.000 {built-in method marshal.loads}
   116350    0.011    0.000    0.011    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\abstract.py:96(key)
     3034    0.011    0.000    0.030    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\npydecl.py:25(_handle_inputs)
     7821    0.011    0.000    0.017    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\functions.py:78(add_error)
    20638    0.011    0.000    0.018    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\values.py:564(_get_reference)
   546/26    0.011    0.000    4.368    0.168 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\compiler_machinery.py:268(_runPass)
    30193    0.011    0.000    0.013    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\event.py:265(on_start)
    31742    0.010    0.000    0.014    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\event.py:66(_guard_kind)
 1900/935    0.010    0.000    3.360    0.004 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:580(resolve)
27255/26162    0.010    0.000    0.023    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\misc.py:52(unliteral)
    86976    0.010    0.000    0.010    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\pprint.py:95(__lt__)
    27032    0.010    0.000    0.019    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\utils.py:497(stream_list)
     2954    0.010    0.000    0.017    0.000 <frozen ntpath>:208(split)
      417    0.010    0.000    0.013    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\analysis.py:91(liveness)
     4096    0.010    0.000    0.010    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\meshes\chunk_mesh.py:64(<listcomp>)
    20397    0.010    0.000    0.012    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\builder.py:351(_insert)
    77573    0.010    0.000    0.010    0.000 {method 'startswith' of 'str' objects}
    22310    0.010    0.000    0.029    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:287(helper)
     4096    0.010    0.000   10.534    0.003 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\meshes\chunk_mesh.py:32(get_vertex_data)
    69038    0.009    0.000    0.019    0.000 {built-in method builtins.issubclass}
6062/3582    0.009    0.000    0.059    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\runtime\context.py:343(get_meminfos)
     4313    0.009    0.000    0.106    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\scene\sprite.py:89(draw2d)
    16323    0.009    0.000    0.013    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:911(__getitem__)
     8202    0.009    0.000    0.034    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\moderngl\__init__.py:1533(buffer)
     4202    0.009    0.000    0.011    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\world_objects\celestial_body.py:87(update_body)
72030/60904    0.009    0.000    0.015    0.000 {built-in method builtins.hash}
     3745    0.009    0.000    0.024    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\context.py:287(find_matching_getattr_template)
     5852    0.009    0.000    0.022    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\np\numpy_support.py:387(choose_types)
    54438    0.009    0.000    0.009    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\_utils.py:13(is_used)
    13136    0.009    0.000    0.096    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\binding\ffi.py:76(__exit__)
72854/72647    0.009    0.000    0.021    0.000 {built-in method builtins.hasattr}
    17446    0.009    0.000    0.012    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\errors.py:812(new_error_context)
    30353    0.008    0.000    0.181    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:598(list_vars)
58026/56934    0.008    0.000    0.021    0.000 {built-in method builtins.repr}
     2101    0.008    0.000    0.019    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\world_gen\shader_program.py:53(update)
     2504    0.008    0.000   21.670    0.009 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\scene\events.py:63(handle_events)
    13136    0.008    0.000    0.077    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\binding\ffi.py:70(__enter__)
22310/19840    0.008    0.000    0.102    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:132(__enter__)
     1770    0.008    0.000    0.011    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\scene\events.py:46(search_generic_event)
     8200    0.008    0.000    0.081    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\moderngl\__init__.py:1633(vertex_array)
13505/9978    0.008    0.000    0.022    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:238(__eq__)
     5516    0.008    0.000    0.039    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\byteflow.py:319(dispatch)
      937    0.008    0.000    0.022    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2333(_signature_from_function)
    98/94    0.008    0.000    0.955    0.010 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\lowering.py:275(lower_block)
     3120    0.007    0.000    0.022    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\interpreter.py:1797(store)
     1900    0.007    0.000    0.019    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:508(fold_arg_vars)
    16884    0.007    0.000    0.009    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\registry.py:96(__getitem__)
    16566    0.007    0.000    0.016    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\target_extension.py:14(__getitem__)
     4096    0.007    0.000    0.010    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\world_gen\chunk.py:16(__init__)
     5332    0.007    0.000    0.046    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\builder.py:967(extract_value)
    34486    0.007    0.000    0.019    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\templates.py:361(<genexpr>)
    32428    0.007    0.000    0.012    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1467(debug)
     46/5    0.007    0.000    3.420    0.684 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:142(propagate)
7702/7654    0.007    0.000    0.013    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\values.py:445(__init__)
     1209    0.007    0.000    0.021    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\instructions.py:68(__init__)
    79904    0.007    0.000    0.008    0.000 {method 'add' of 'set' objects}
     2504    0.007    0.000    0.803    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\GENESIM_LAB.py:81(update)
     1662    0.007    0.000    0.037    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\targetconfig.py:199(<dictcomp>)
    31220    0.007    0.000    0.030    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\templates.py:1303(new_registrations)
27231/24407    0.007    0.000    0.007    0.000 {built-in method _abc._abc_subclasscheck}
     5499    0.007    0.000    0.012    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\byteflow.py:1595(append)
     5332    0.007    0.000    0.014    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\instructions.py:681(descr)
     2204    0.007    0.000    0.036    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:579(__repr__)
      189    0.007    0.000    0.015    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\analysis.py:118(compute_dead_maps)
     6922    0.007    0.000    0.023    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\errors.py:470(catch_warnings)
     5499    0.006    0.000    0.046    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\interpreter.py:1761(_dispatch)
      540    0.006    0.000    0.025    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\templates.py:189(fold_arguments)
       66    0.006    0.000    0.062    0.001 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ssa.py:167(_run_block_rewrite)
    86129    0.006    0.000    0.006    0.000 {method 'values' of 'dict' objects}
     3582    0.006    0.000    0.069    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\runtime\context.py:360(_call_incref_decref)
5254/5084    0.006    0.000    0.046    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\abstract.py:61(__call__)
      442    0.006    0.000    0.253    0.001 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\lowering.py:741(lower_binop)
       23    0.006    0.000    0.006    0.000 {built-in method _imp.create_dynamic}
     5332    0.006    0.000    0.035    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\instructions.py:666(__init__)
     2032    0.006    0.000    0.008    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\player\camera.py:36(update_vectors)
     4202    0.006    0.000    0.006    0.000 {method 'dot' of 'numpy.ndarray' objects}
     2032    0.006    0.000    0.006    0.000 {built-in method pygame.key.get_pressed}
     9811    0.006    0.000    0.027    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ssa.py:300(on_assign)
    27032    0.006    0.000    0.008    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\utils.py:506(sublist_iterator)
       21    0.006    0.000    0.022    0.001 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir_utils.py:2316(fixup_var_define_in_scope)
     3296    0.006    0.000    0.031    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\typeof.py:27(typeof)
